URLNO,URL
1,http://www.patient.co.uk/doctor/diagnosing-the-tropical-traveller
2,https://www.internationalsos.com/countryguide/diseases.aspx?languageid=ENG&countryid=142
3,http://en.wikipedia.org/wiki/Ebola_virus_disease
4,http://www.who.int/mediacentre/factsheets/fs103/en/
5,http://www.who.int/csr/disease/ebola/faq-ebola/en/
6,http://www.virology.ws/2014/10/16/the-quarantine-period-for-ebola-virus/
7,http://www.md-health.com/Ebola-Incubation-Period.html
8,http://www.cdc.gov/hepatitis/HBV/HBVfaq.htm
9,http://www.cdc.gov/hepatitis/HBV/
10,http://www.who.int/mediacentre/factsheets/fs204/en/
11,http://www.sfcdcp.org/hepatitisb.html
12,http://www.webmd.com/hepatitis/hepb-guide/hepatitis-b-cause
13,http://www.who.int/mediacentre/factsheets/fs107/en/
14,http://www.who.int/topics/cholera/en/
15,http://ideas.health.vic.gov.au/bluebook/cholera.asp
16,http://www.cdc.gov/haiticholera/consider-cholera.htm
17,http://www.phac-aspc.gc.ca/lab-bio/res/psds-ftss/vibrio-cholerae-eng.php
18,http://www.patient.co.uk/doctor/typhus-pro
19,http://www.cfsph.iastate.edu/Factsheets/pdfs/typhus_fever.pdf
20,http://wwwnc.cdc.gov/travel/yellowbook/2014/chapter-3-infectious-diseases-related-to-travel/rickettsial-spotted-and-typhus-fevers-and-related-infections-anaplasmosis-and-ehrlichiosis
21,http://en.wikipedia.org/wiki/Epidemic_typhus
22,http://www.cdc.gov/vhf/ebola/outbreaks/history/chronology.html
23,http://www.cdc.gov/vhf/ebola/treatment/
24,http://www.cdc.gov/vhf/ebola/healthcare-us/preparing/clinicians.html
25,http://www.motherjones.com/mojo/2014/10/should-military-treat-ebola-patients-africa
26,http://www.latimes.com/nation/nationnow/la-na-nn-ebola-patient-nih-recovers-20150409-story.html
27,http://www.drugs.com/health-guide/malaria.html
28,http://www.cdc.gov/malaria/about/faqs.html
29,http://www.malaria.com/questions/malaria-symptom-duratio
30,http://www.malariaconsortium.org/pages/114.htm
31,http://www.cochrane.org/CD008152/INFECTN_a-single-dose-of-primaquine-added-to-malaria-treatment-to-prevent-malaria-transmission
32,http://www.who.int/medicines/ebola-treatment/1st_antigen_RT_Ebola/en/
33,http://www.theguardian.com/world/2015/feb/20/who-approves-15-minute-test-for-ebola
34,http://www.independent.co.uk/life-style/health-and-families/health-news/ebola-crisis-new-15minute-test-kits-could-soon-be-sent-to-west-africa-9809697.html
35,http://genekam.de/products/ebola-virus-test
36,http://www.cdc.gov/vhf/ebola/travelers/care-kit.html
37,http://www.pri.org/stories/2014-10-22/race-make-better-ebola-test-kit
38,http://www.cdc.gov/vhf/ebola/diagnosis/
39,http://www.mayoclinic.org/diseases-conditions/ebola-virus/basics/tests-diagnosis/con-20031241
40,http://www.livescience.com/48141-how-doctors-test-for-ebola.html
41,http://www.uptodate.com/contents/clinical-manifestations-and-diagnosis-of-ebola-virus-disease
42,http://www.cdc.gov/malaria/diagnosis_treatment/diagnosis.html
43,http://www.who.int/malaria/areas/diagnosis/en/
44,http://www.ncbi.nlm.nih.gov/books/NBK1695/
45,http://www.malariatestkits.com/products
46,http://www.mayoclinic.org/diseases-conditions/cholera/basics/tests-diagnosis/con-20031469
47,http://www.cdc.gov/cholera/diagnosis.html
48,http://www.medicinenet.com/cholera/page6.htm
49,http://www.sciencedirect.com/science/article/pii/S0925443903001431
50,http://www.cfsph.iastate.edu/Factsheets/pdfs/cholera.pdf
51,http://www.nlm.nih.gov/medlineplus/ency/article/001363.htm
52,http://www.healthline.com/health/typhus#Diagnosis
53,http://www.medicinenet.com/typhus/page6.htm
54,http://www.uptodate.com/contents/diagnosis-and-treatment-of-murine-typhus
55,http://www.cdc.gov/malaria/diagnosis_treatment/clinicians2.html
56,http://www.who.int/malaria/areas/treatment/overview/en/
57,http://www.finddiagnostics.org/resource-centre/reports_brochures/malaria_parasitological_confirmation.html
58,http://cid.oxfordjournals.org/content/51/5/512.full
59,http://www.ncbi.nlm.nih.gov/books/NBK254223/
60,http://www.webmd.com/a-to-z-guides/malaria-treatment-overview
61,http://www.nhs.uk/Conditions/Malaria/Pages/Treatment.aspx
62,http://www.who.int/mediacentre/factsheets/fs094/en/
63,http://en.wikipedia.org/wiki/Antimalarial_medication
64,http://www.emedicinehealth.com/malaria/page7_em.htm#malaria_treatment_and_medications
65,http://www.webmd.com/a-to-z-guides/cholera-faq?page=2#1
66,http://www.cdc.gov/cholera/treatment/antibiotic-treatment.html
67,http://www.infoplease.com/cig/dangerous-diseases-epidemics/cholera-scourge-poor.html
68,http://www.permacultureguild.us/how-to-prevent-and-treat-cholera/
69,http://emedicine.medscape.com/article/231374-treatment
70,http://wwwnc.cdc.gov/travel/yellowbook/2014/chapter-3-infectious-diseases-related-to-travel/rickettsial-spotted-and-typhus-fevers-and-related-infections-anaplasmosis-and-ehrlichiosis
71,http://www.nytimes.com/health/guides/disease/typhus/overview.html
72,http://www.rightdiagnosis.com/t/typhus/treatments.htm
73,http://www.cdc.gov/vhf/ebola/healthcare-us/hospitals/infection-control.html
74,http://ebola.emedtv.com/ebola/ebola-treatment.html
75,http://www.nlm.nih.gov/medlineplus/ency/article/001339.htm
76,http://www.mayoclinic.org/diseases-conditions/ebola-virus/basics/prevention/con-20031241
77,http://www.hhs.gov/news/press/2014pres/12/20141202b.html
78,http://www.orlandosentinel.com/opinion/os-ed-ebola-quarantine-102214-20141021-story.html
79,http://www.usatoday.com/story/news/nation/2014/08/15/ebola-detection-mount-sinai/13969031/
80,http://www.newsweek.com/new-pocket-sized-blotter-test-can-detect-ebola-strains-just-30-minutes-280533
81,http://www.ibtimes.com/us-has-test-can-detect-ebola-virus-seconds-its-stuck-lab-1707139
82,http://www.webmd.com/a-to-z-guides/malaria-prevention
83,http://www.nbcnews.com/storyline/ebola-virus-outbreak/scientists-dream-holy-grail-device-detect-ebola-n173261
84,http://www.unicef.org/prescriber/eng_p18.pdf
85,http://www.jhpiego.org/content/malaria-prevention-and-treatment
86,http://www.emedicinehealth.com/malaria/page9_em.htm
87,http://www.ajtmh.org/content/82/6/1010.full
88,http://www.medicinenet.com/typhus/page7.htm
89,http://umm.edu/health/medical/ency/articles/typhus
90,http://www.freemd.com/typhus/prevention.htm
91,http://www.nytimes.com/health/guides/disease/typhus/overview.html
92,http://www.biosciencetechnology.com/videos/2014/09/new-method-developed-detect-ebola
93,http://www.mayoclinic.org/diseases-conditions/cholera/basics/prevention/con-20031469
94,http://www.infoplease.com/cig/dangerous-diseases-epidemics/prevention-cure.html
95,http://www.mmv.org/research-development/curing-malaria
96,http://en.wikipedia.org/wiki/Cholera
97,https://internationalmedicalcorps.org/sslpage.aspx?pid=1145
98,http://www.webmd.com/a-to-z-guides/malaria-topic-overview
99,http://www.nytimes.com/health/guides/disease/malaria/overview.html
100,http://www.malaria.com/questions/how-malaria-cure
101,http://www.healthmap.org/site/diseasedaily/article/did-scientists-just-discover-cure-ebola-62212
102,http://www.usnews.com/news/articles/2014/10/27/how-we-are-treating-ebola
103,http://www.webmd.com/a-to-z-guides/ebola-fever-virus-infection
104,http://www.medicinenet.com/cholera/page6.htm#what_is_the_treatment_for_cholera
105,http://en.wikipedia.org/wiki/Cholera#Treatment
106,http://www.idcostcalc.org/contents/cholera/cost-model.html
107,http://www.niaid.nih.gov/topics/cholera/research/pages/treatments.aspx
108,http://www.wikihow.com/Prevent-Ebola
109,http://www.sfcdcp.org/ebola.html
110,http://www.everydayhealth.com/news/ebola-10-essential-facts-about/
111,http://www.patient.co.uk/health/malaria-prevention
112,http://www.wikihow.com/Prevent-Malaria
113,http://www.poverty-action.org/project/0159
114,http://health.howstuffworks.com/wellness/preventive-care/malaria-prevention.htm
115,http://www.ehow.com/how_4578426_prevent-typhus.html
116,http://www.sharecare.com/health/prevention-of-bacterial-infection/can-typhus-be-prevented
117,http://www.who.int/ith/diseases/typhusfever/en/
118,http://delawarehealth.org/files/files/typhus.pdf
119,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC374287/
120,http://www.who.int/mediacentre/news/ebola/18-november-2014-diagnostics/en/
121,http://well.blogs.nytimes.com/2014/10/25/ask-well-ebola-testing-for-all-new-arrivals/?_r=0
122,https://jonrappoport.wordpress.com/2014/08/05/ebola-the-us-diagnostic-test-is-utterly-ureliable/
123,http://hesperian.org/wp-content/uploads/pdf/environmental/Cholera_Emergency.pdf
124,http://www.medicinenet.com/script/main/art.asp?articlekey=126084&page=2
125,http://www.newworldencyclopedia.org/entry/Cholera
126,http://www.doctorswithoutborders.org/news-stories/field-news/preventing-cholera-south-sudans-remote-refugee-camps
127,http://www.sahealth.sa.gov.au/wps/wcm/connect/public+content/sa+health+internet/health+topics/health+conditions+prevention+and+treatment/infectious+diseases/cholera
128,http://kidshealth.org/parent/infections/stomach/cholera.html
129,http://www.ncbi.nlm.nih.gov/pubmed/8527534
130,http://pain.com/archives/2012/06/25-treating-typhus/
131,http://www.encyclopedia.com/topic/typhus.aspx
132,http://www.healthycanadians.gc.ca/diseases-conditions-maladies-affections/disease-maladie/ebola/prevention/index-eng.php
133,http://www.phac-aspc.gc.ca/id-mi/vsv-ebov-fs-eng.php
134,http://www.bbc.com/news/world-africa-28940025
135,https://www.dred.com/uk/how-to-prevent-malaria.html
136,http://www.nhs.uk/Conditions/Malaria/Pages/Prevention.aspx
137,http://cid.oxfordjournals.org/content/39/9/1329.full
138,https://www.clements.com/resources/articles/Focus-on-Malaria-Prevention
139,http://www.cdc.gov/tb/topic/treatment/
140,http://study.com/academy/lesson/typhus-fevers-rickettsia-carried-by-lice-fleas-mites-chiggers.html
141,http://www.healthline.com/health/typhus#Outlook7
142,http://en.wikipedia.org/wiki/Typhus
143,http://www.patient.co.uk/health/malaria-leaflet
144,http://www.britannica.com/EBchecked/topic/611812/typhus
145,http://www.onlymyhealth.com/what-expected-duration-malaria-12977611759
146,http://medical-dictionary.thefreedictionary.com/Typhus
147,http://www.who.int/cholera/technical/prevention/control/en/index2.html
148,http://infectiousdiseases.about.com/od/diseasesbyname/a/cholera.htm
149,http://www.sahealth.sa.gov.au/wps/wcm/connect/public+content/sa+health+internet/health+topics/health+conditions+prevention+and+treatment/infectious+diseases/cholera/cholera+-+symptoms+treatment+and+prevention
150,http://www.webmd.com/a-to-z-guides/malaria-symptoms
151,https://www.osha.gov/SLTC/ebola/control_prevention.html
152,https://news.aetna.com//ebola-planning-prevention/
153,http://www.md-health.com/Ebola-Prevention.html
154,http://www.sahealth.sa.gov.au/wps/wcm/connect/public+content/sa+health+internet/health+topics/health+conditions+prevention+and+treatment/infectious+diseases/malaria/malaria+-+symptoms+treatment+and+prevention
155,http://www.bupa.co.uk/health-information/directory/m/malaria-prevention
156,http://wwwnc.cdc.gov/travel/diseases/malaria
157,http://www.bbc.com/news/health-30632453
158,http://www.medscape.com/viewarticle/837469
159,http://america.aljazeera.com/articles/2014/8/1/ebola-explainer.html
160,http://www.bbc.com/news/world-africa-28755033
161,http://healthintelligence.drupalgardens.com/content/chronology-ebola-virus-disease-outbreaks-1976-2014
162,http://www.cdc.gov/vhf/ebola/outbreaks/history/summaries.html
163,http://www.vox.com/cards/ebola-outbreak-2014
164,http://www.cdc.gov/vhf/ebola/outbreaks/2014-west-africa/
165,http://www.cdc.gov/vhf/ebola/about.html
166,http://www.cdc.gov/vhf/ebola/outbreaks/2014-west-africa/united-states-imported-case.html
167,http://www.cdc.gov/vhf/ebola/outbreaks/2014-west-africa/case-counts.html
168,http://thebrainbank.scienceblog.com/2015/04/12/ending-ebola-the-2014-ebola-outbreak/
169,http://www.cnn.com/2014/09/30/health/ebola-us/
170,http://www.who.int/csr/don/09-october-2014-ebola/en/
171,http://www.who.int/mediacentre/news/ebola/24-october-2014/en/
172,http://www.foxnews.com/health/2014/09/30/cdc-confirms-first-case-ebola-in-us/
173,http://www.thewire.com/global/2014/07/how-the-ebola-outbreak-spread-across-west-africa/375231/
174,http://www.tarakharper.com/v_ebola.htm
175,http://time.com/time-person-of-the-year-ebola-fighters/
176,http://time.com/3554416/ebola-history-map/
177,http://en.wikipedia.org/wiki/List_of_Ebola_outbreaks
178,http://time.com/tag/ebola/
179,http://www.latimes.com/science/la-sci-ebola-drug-trials-20150309-story.html
180,https://globemedbc.wordpress.com/
181,http://www.pmnewsnigeria.com/2014/08/23/american-doctor-proffers-technology-cure-for-ebola/
182,http://www.bloomberg.com/news/articles/2014-08-06/malaria-cases-mix-with-ebola-amid-slow-motion-disaster-
183,https://www.facebook.com/ogboeli/posts/628369000593744
184,http://africacheck.org/factsheets/factsheet-what-is-ebola/
185,http://www.nhs.uk/Conditions/Malaria/Pages/Symptoms.aspx
186,http://www.medicinenet.com/malaria_facts/article.htm
187,http://kidshealth.org/parent/infections/parasitic/malaria.html
188,http://www.medicinenet.com/typhus/page5.htm
189,http://www.cdc.gov/malaria/about/disease.html
190,http://www.mayoclinic.org/diseases-conditions/cholera/basics/symptoms/con-20031469
191,http://www.webmd.com/a-to-z-guides/cholera-faq
192,http://www.mayoclinic.org/diseases-conditions/typhoid-fever/basics/symptoms/con-20028553
193,http://www.cdc.gov/cholera/general/
194,http://www.healthline.com/health/ebola-hemorrhagic-fever
195,http://www.who.int/ith/diseases/malaria/en/
196,http://www.bupa.co.uk/health-information/directory/m/malaria-disease
197,http://www.washingtonpost.com/news/post-nation/wp/2014/11/12/texas-hospital-that-treated-first-u-s-ebola-patient-settles-with-his-family/
198,http://www.foxnews.com/health/2014/09/05/american-ebola-patient-first-to-be-treated-in-nebraska-center-built-for-sars/
199,http://www.cbsnews.com/news/ebola-three-reasons-most-us-patients-survived/
200,http://www.nbcnews.com/storyline/ebola-virus-outbreak/ebola-patient-dr-kent-brantly-arrives-u-s-hospital-liberia-n171241
201,http://abcnews.go.com/Health/ebola-america-timeline/story?id=26159719
202,http://www.gq.com/news-politics/201412/kent-brantly-ebola
203,http://www.nbcnews.com/storyline/ebola-virus-outbreak/what-cured-ebola-patients-kent-brantly-nancy-writebol-n186131
204,http://www.cnn.com/2014/10/06/health/american-ebola-patients/
205,http://consumer.healthday.com/caregiving-information-6/hospital-news-393/successful-kidney-dialysis-possible-in-ebola-patients-693756.html
206,http://www.washingtontimes.com/news/2015/mar/13/ebola-patient-sierra-leone-arrives-us-treatment/
207,http://www.wsj.com/articles/dr-craig-spencer-new-yorks-first-ebola-patient-is-released-1415725322
208,http://emorywheel.com/doctors-first-success-in-ebola-dialysis/
209,https://www.ceufast.com/course/ebola/
210,http://www.patient.co.uk/doctor/typhoid-and-paratyphoid-fever-pro
211,http://www.brighthub.com/science/genetics/articles/57205.aspx
212,https://microbewiki.kenyon.edu/index.php/Cholera
213,http://www.md-health.com/What-Does-Ebola-Do-to-the-Body.html
214,http://www.ibtimes.com/how-ebola-kills-what-deadly-virus-does-human-body-1706965
215,http://www.iflscience.com/health-and-medicine/what-happens-your-body-when-you-get-ebola
216,http://www.huffingtonpost.com/2014/08/02/ebola-symptoms-infection-virus_n_5639456.html
217,http://news.sciencemag.org/health/2014/08/what-does-ebola-actually-do
218,http://cydathria.com/ebola.html
219,http://www.malaria.com/tag/incubation-period
220,http://www.humanillnesses.com/original/T-Ty/Typhus.html
221,http://www.mdguidelines.com/typhus-fever
222,http://www.sharecare.com/health/bacterial-infections/how-typhoid-fever-affect-body
223,https://colonialdiseasedigitaltextbook.wikispaces.com/5.+Typhus
224,http://www.livestrong.com/article/41185-organs-human-body-affected-salmonella/
225,http://www.medicalnewstoday.com/articles/150670.php
226,http://www.traveldoctor.co.uk/diseases.htm
227,http://www.homeoint.org/cazalet/lippe/cholerainfantum.htm
228,http://www.answers.com/Q/Which_human_organ_is_affected_by_Cholera_bacteria
229,https://answers.yahoo.com/question/index;_ylt=A0SO8zDmLi1VhwMASL1XNyoA;_ylu=X3oDMTE0YmxnZGE5BGNvbG8DZ3ExBHBvcwMxMAR2dGlkA1JWTEkwMV8xBHNlYwNzcg--?qid=20080517125415AANmd4l
230,http://kidshealth.org/teen/infections/bacterial_viral/cholera.html
231,http://www.encyclopedia.com/topic/malaria.aspx
232,http://www.merckmanuals.com/home/infections/parasitic-infections/malaria
233,http://www.malaria.com/overview/malaria-symptoms-causes
234,http://malaria.wellcome.ac.uk/doc_WTD023879.html
235,http://www.tulane.edu/~wiser/protozoology/notes/malaria.html
236,http://www.cdc.gov/vhf/ebola/symptoms/
237,http://www.cbsnews.com/news/ebola-how-to-recognize-the-symptoms/
238,http://www.nlm.nih.gov/medlineplus/ency/article/000279.htm
239,http://www.cdc.gov/hepatitis/B/bFAQ.htm
240,http://kidshealth.org/teen/sexual_health/stds/std_hepatitis.html
241,http://www.mayoclinic.org/diseases-conditions/malaria/basics/symptoms/con-20013734
242,http://science.jrank.org/pages/7062/Typhus-Prevention-typhus.html
243,http://www.uptodate.com/contents/scrub-typhus-treatment-and-prevention#H10
244,http://www.kenpro.org/papers/causes-symptoms-prevention-and-treatment-of-cholera-at-community-level.htm
245,http://www.md-health.com/Recovering-from-Ebola.html
246,http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(04)15749-8/fulltext
247,http://ghana.nlembassy.org/services/when-things-go-wrong-abroad/cholera-in-ghana.html
248,http://www.npr.org/blogs/health/2014/04/11/301464924/how-a-patient-can-recover-from-ebola
249,http://www.parliament.uk/about/living-heritage/transformingsociety/towncountry/towns/tyne-and-wear-case-study/introduction/cholera-in-sunderland/
250,http://www.telegraph.co.uk/news/worldnews/ebola/11050129/Can-you-really-recover-from-Ebola.html
251,http://www.theverge.com/2014/10/13/6970529/ebola-prevention-removing-protective-gear-isnt-easy
252,http://www.healthline.com/health/ebola-hemorrhagic-fever#Prevention6
253,http://www.publichealthontario.ca/en/BrowseByTopic/InfectiousDiseases/Pages/Viral-Hemorrhagic-Fevers.aspx#.VS1-I_nF9Gw
254,http://www.cdc.gov/cholera/illness.html
255,http://www.cdc.gov/cholera/pdf/transcripts/defeating_cholera_transcript_en.pdf
256,http://www.netdoctor.co.uk/travel/diseases/cholera.htm
257,http://www.encyclopedia.com/topic/cholera.aspx
258,http://www.netdoctor.co.uk/diseases/facts/malaria.htm
259,http://www.nejm.org/doi/full/10.1056/NEJMcp0803572
260,http://www.mdguidelines.com/typhus-fever/prognosis
261,http://medical-dictionary.thefreedictionary.com/Typhus+(disease)
262,http://www.copenhagenconsensus.com/guide-giving/malaria-prevention-and-treatment
263,http://emedicine.medscape.com/article/971797-treatment
264,http://www.merckmanuals.com/professional/infectious-diseases/rickettsiae-and-related-organisms/epidemic-typhus
265,http://emedicine.medscape.com/article/231374-clinical
266,http://cid.oxfordjournals.org/content/46/6/913.full
267,http://emedicine.medscape.com/article/962643-medication
268,http://www.medindia.net/drugs/medical-condition/cholera.htm
269,http://rehydrate.org/dd/su52.htm
270,http://medical-dictionary.thefreedictionary.com/Asiatic+cholera
271,http://www.zipheal.com/cholera/five-tips-cholera-prevention/1850
272,http://www.patient.co.uk/doctor/cholera-pro
273,http://www.uptodate.com/contents/overview-of-cholera
274,http://ocp.hul.harvard.edu/contagion/cholera.html
275,http://en.wikipedia.org/wiki/Malaria
276,http://www.malariajournal.com/content/10/1/340
277,http://www.cdc.gov/malaria/diagnosis_treatment/smscs.html
278,http://www.yourdictionary.com/ebola-virus
279,http://www.cbsnews.com/news/the-deadly-history-of-ebola-outbreaks/
280,http://www.healix-international.com/ebola/history-of-ebola/
281,http://jid.oxfordjournals.org/content/179/Supplement_1/ix.long
282,http://www.livescience.com/48311-ebola-causes-symptoms-treatment.html
